entity,code,year,child_mortality_rate,fertility_rate_hist,continent,sub_region
Lower-middle-income countries,OWID_LMC,2013,6.08,2.954,,
Lower-middle-income countries,OWID_LMC,2014,5.87,2.897,,
Lower-middle-income countries,OWID_LMC,2015,5.68,2.88,,
Lower-middle-income countries,OWID_LMC,2016,5.48,2.849,,
Lower-middle-income countries,OWID_LMC,2017,5.3,2.783,,
Lower-middle-income countries,OWID_LMC,2018,5.13,2.741,,
Lower-middle-income countries,OWID_LMC,2019,4.95,2.683,,
Lower-middle-income countries,OWID_LMC,2020,4.79,2.627,,
Lower-middle-income countries,OWID_LMC,2021,4.63,2.594,,
Lower-middle-income countries,OWID_LMC,2022,4.49,2.571,,
Lower-middle-income countries,OWID_LMC,2023,4.35,2.554,,
More developed regions,,1950,7.30375,2.864,,
More developed regions,,1951,7.30375,2.816,,
More developed regions,,1952,7.30375,2.796,,
More developed regions,,1953,7.30375,2.763,,
More developed regions,,1954,7.30375,2.764,,
More developed regions,,1955,7.30375,2.757,,
More developed regions,,1956,7.30375,2.751,,
More developed regions,,1957,7.30375,2.751,,
More developed regions,,1958,7.30375,2.759,,
More developed regions,,1959,7.30375,2.759,,
More developed regions,,1960,7.30375,2.745,,
More developed regions,,1961,7.30375,2.721,,
More developed regions,,1962,7.30375,2.662,,
More developed regions,,1963,7.30375,2.639,,
More developed regions,,1964,7.30375,2.603,,
More developed regions,,1965,7.30375,2.522,,
More developed regions,,1966,7.30375,2.407,,
More developed regions,,1967,7.30375,2.437,,
More developed regions,,1968,7.30375,2.376,,
More developed regions,,1969,7.30375,2.342,,
More developed regions,,1970,7.30375,2.319,,
More developed regions,,1971,7.30375,2.281,,
More developed regions,,1972,7.30375,2.189,,
More developed regions,,1973,7.30375,2.114,,
More developed regions,,1974,7.30375,2.084,,
More developed regions,,1975,7.30375,2.011,,
More developed regions,,1976,7.30375,1.968,,
More developed regions,,1977,7.30375,1.943,,
More developed regions,,1978,7.30375,1.913,,
More developed regions,,1979,7.30375,1.904,,
More developed regions,,1980,7.30375,1.893,,
More developed regions,,1981,7.30375,1.86,,
More developed regions,,1982,7.30375,1.858,,
More developed regions,,1983,7.30375,1.851,,
More developed regions,,1984,7.30375,1.833,,
More developed regions,,1985,7.30375,1.819,,
More developed regions,,1986,7.30375,1.824,,
More developed regions,,1987,7.30375,1.822,,
More developed regions,,1988,7.30375,1.816,,
More developed regions,,1989,7.30375,1.788,,
More developed regions,,1990,7.30375,1.775,,
More developed regions,,1991,7.30375,1.728,,
More developed regions,,1992,7.30375,1.678,,
More developed regions,,1993,7.30375,1.622,,
More developed regions,,1994,7.30375,1.602,,
More developed regions,,1995,7.30375,1.571,,
More developed regions,,1996,7.30375,1.562,,
More developed regions,,1997,7.30375,1.55,,
More developed regions,,1998,7.30375,1.55,,
More developed regions,,1999,7.30375,1.542,,
More developed regions,,2000,7.30375,1.561,,
More developed regions,,2001,7.30375,1.551,,
More developed regions,,2002,7.30375,1.559,,
More developed regions,,2003,7.30375,1.579,,
More developed regions,,2004,7.30375,1.596,,
More developed regions,,2005,7.30375,1.596,,
More developed regions,,2006,7.30375,1.632,,
More developed regions,,2007,7.30375,1.67,,
More developed regions,,2008,7.30375,1.7,,
More developed regions,,2009,7.30375,1.69,,
More developed regions,,2010,7.30375,1.677,,
More developed regions,,2011,7.30375,1.657,,
More developed regions,,2012,7.30375,1.671,,
More developed regions,,2013,7.30375,1.653,,
More developed regions,,2014,7.30375,1.664,,
More developed regions,,2015,7.30375,1.66,,
More developed regions,,2016,7.30375,1.654,,
More developed regions,,2017,7.30375,1.604,,
More developed regions,,2018,7.30375,1.57,,
More developed regions,,2019,7.30375,1.535,,
More developed regions,,2020,7.30375,1.498,,
More developed regions,,2021,7.30375,1.507,,
More developed regions,,2022,7.30375,1.477,,
More developed regions,,2023,7.30375,1.452,,
North America,OWID_NAM,1950,6.76,3.8043504,,
North America,OWID_NAM,1951,6.76,3.8898606,,
North America,OWID_NAM,1952,6.58,3.9698787,,
North America,OWID_NAM,1953,6.37,4.028781,,
North America,OWID_NAM,1954,6.16,4.1252365,,
North America,OWID_NAM,1955,6.23,4.1587663,,
North America,OWID_NAM,1956,6.57,4.239658,,
North America,OWID_NAM,1957,6.66,4.30163,,
North America,OWID_NAM,1958,6.44,4.3406005,,
North America,OWID_NAM,1959,6.28,4.3489094,,
North America,OWID_NAM,1960,6.14,4.3585887,,
North America,OWID_NAM,1961,5.99,4.340236,,
North America,OWID_NAM,1962,5.86,4.2417483,,
North America,OWID_NAM,1963,5.73,4.150096,,
North America,OWID_NAM,1964,5.61,4.062967,,
North America,OWID_NAM,1965,5.48,3.8723707,,
North America,OWID_NAM,1966,5.36,3.7089016,,
North America,OWID_NAM,1967,5.24,3.573783,,
North America,OWID_NAM,1968,5.11,3.4837909,,
North America,OWID_NAM,1969,4.98,3.4575992,,
North America,OWID_NAM,1970,4.85,3.4301722,,
North America,OWID_NAM,1971,4.7,3.267387,,
North America,OWID_NAM,1972,4.58,3.0577521,,
North America,OWID_NAM,1973,4.42,2.9295118,,
North America,OWID_NAM,1974,4.29,2.8557389,,
North America,OWID_NAM,1975,4.13,2.7705348,,
North America,OWID_NAM,1976,4.03,2.7066262,,
North America,OWID_NAM,1977,3.84,2.695135,,
North America,OWID_NAM,1978,3.7,2.645372,,
North America,OWID_NAM,1979,3.57,2.629843,,
North America,OWID_NAM,1980,3.46,2.5988743,,
North America,OWID_NAM,1981,3.31,2.5603702,,
North America,OWID_NAM,1982,3.23,2.5507786,,
North America,OWID_NAM,1983,3.07,2.5176473,,
North America,OWID_NAM,1984,2.97,2.4992476,,
North America,OWID_NAM,1985,2.87,2.4970105,,
North America,OWID_NAM,1986,2.78,2.478307,,
North America,OWID_NAM,1987,2.69,2.476652,,
North America,OWID_NAM,1988,2.6,2.494193,,
North America,OWID_NAM,1989,2.52,2.5262873,,
North America,OWID_NAM,1990,2.43,2.5432146,,
North America,OWID_NAM,1991,2.34,2.5146444,,
North America,OWID_NAM,1992,2.25,2.4855387,,
North America,OWID_NAM,1993,2.17,2.451382,,
North America,OWID_NAM,1994,2.08,2.4223242,,
North America,OWID_NAM,1995,2.01,2.3889124,,
North America,OWID_NAM,1996,1.93,2.3637447,,
North America,OWID_NAM,1997,1.87,2.3392942,,
North America,OWID_NAM,1998,1.84,2.3306787,,
North America,OWID_NAM,1999,1.74,2.3214195,,
North America,OWID_NAM,2000,1.69,2.3272805,,
North America,OWID_NAM,2001,1.64,2.301309,,
North America,OWID_NAM,2002,1.59,2.2772021,,
North America,OWID_NAM,2003,1.55,2.2678351,,
North America,OWID_NAM,2004,1.51,2.2513099,,
North America,OWID_NAM,2005,1.47,2.2374172,,
North America,OWID_NAM,2006,1.44,2.2452502,,
North America,OWID_NAM,2007,1.4,2.2398806,,
North America,OWID_NAM,2008,1.37,2.209838,,
North America,OWID_NAM,2009,1.34,2.1684575,,
North America,OWID_NAM,2010,1.41,2.119871,,
North America,OWID_NAM,2011,1.27,2.0942779,,
North America,OWID_NAM,2012,1.24,2.075143,,
North America,OWID_NAM,2013,1.21,2.0513146,,
North America,OWID_NAM,2014,1.19,2.0388033,,
North America,OWID_NAM,2015,1.16,2.0081358,,
North America,OWID_NAM,2016,1.14,1.9728338,,
North America,OWID_NAM,2017,1.11,1.9253684,,
North America,OWID_NAM,2018,1.09,1.8944266,,
North America,OWID_NAM,2019,1.07,1.8635086,,
North America,OWID_NAM,2020,1.05,1.8093059,,
North America,OWID_NAM,2021,1.04,1.8073522,,
North America,OWID_NAM,2022,1.02,1.8062992,,
North America,OWID_NAM,2023,1.0,1.7720436,,
Northern America (UN),UN_NAM,1950,7.30375,3.105,,
Northern America (UN),UN_NAM,1951,7.30375,3.212,,
Northern America (UN),UN_NAM,1952,7.30375,3.31,,
Northern America (UN),UN_NAM,1953,7.30375,3.379,,
Northern America (UN),UN_NAM,1954,7.30375,3.496,,
Northern America (UN),UN_NAM,1955,7.30375,3.533,,
Northern America (UN),UN_NAM,1956,7.30375,3.635,,
Northern America (UN),UN_NAM,1957,7.30375,3.714,,
Northern America (UN),UN_NAM,1958,7.30375,3.758,,
Northern America (UN),UN_NAM,1959,7.30375,3.756,,
Northern America (UN),UN_NAM,1960,7.30375,3.74,,
Northern America (UN),UN_NAM,1961,7.30375,3.698,,
Northern America (UN),UN_NAM,1962,7.30375,3.547,,
Northern America (UN),UN_NAM,1963,7.30375,3.41,,
Northern America (UN),UN_NAM,1964,7.30375,3.274,,
Northern America (UN),UN_NAM,1965,7.30375,2.992,,
Northern America (UN),UN_NAM,1966,7.30375,2.768,,
Northern America (UN),UN_NAM,1967,7.30375,2.599,,
Northern America (UN),UN_NAM,1968,7.30375,2.499,,
Northern America (UN),UN_NAM,1969,7.30375,2.49,,
Northern America (UN),UN_NAM,1970,7.30375,2.491,,
Northern America (UN),UN_NAM,1971,7.30375,2.297,,
Northern America (UN),UN_NAM,1972,7.30375,2.045,,
Northern America (UN),UN_NAM,1973,7.30375,1.914,,
Northern America (UN),UN_NAM,1974,7.30375,1.866,,
Northern America (UN),UN_NAM,1975,7.30375,1.813,,
Northern America (UN),UN_NAM,1976,7.30375,1.782,,
Northern America (UN),UN_NAM,1977,7.30375,1.816,,
Northern America (UN),UN_NAM,1978,7.30375,1.792,,
Northern America (UN),UN_NAM,1979,7.30375,1.826,,
Northern America (UN),UN_NAM,1980,7.30375,1.84,,
Northern America (UN),UN_NAM,1981,7.30375,1.825,,
Northern America (UN),UN_NAM,1982,7.30375,1.831,,
Northern America (UN),UN_NAM,1983,7.30375,1.804,,
Northern America (UN),UN_NAM,1984,7.30375,1.804,,
Northern America (UN),UN_NAM,1985,7.30375,1.828,,
Northern America (UN),UN_NAM,1986,7.30375,1.825,,
Northern America (UN),UN_NAM,1987,7.30375,1.853,,
Northern America (UN),UN_NAM,1988,7.30375,1.907,,
Northern America (UN),UN_NAM,1989,7.30375,1.977,,
Northern America (UN),UN_NAM,1990,7.30375,2.034,,
Northern America (UN),UN_NAM,1991,7.30375,2.025,,
Northern America (UN),UN_NAM,1992,7.30375,2.008,,
Northern America (UN),UN_NAM,1993,7.30375,1.979,,
Northern America (UN),UN_NAM,1994,7.30375,1.959,,
Northern America (UN),UN_NAM,1995,7.30375,1.936,,
Northern America (UN),UN_NAM,1996,7.30375,1.928,,
Northern America (UN),UN_NAM,1997,7.30375,1.917,,
Northern America (UN),UN_NAM,1998,7.30375,1.938,,
Northern America (UN),UN_NAM,1999,7.30375,1.946,,
Northern America (UN),UN_NAM,2000,7.30375,1.979,,
Northern America (UN),UN_NAM,2001,7.30375,1.964,,
Northern America (UN),UN_NAM,2002,7.30375,1.955,,
Northern America (UN),UN_NAM,2003,7.30375,1.977,,
Northern America (UN),UN_NAM,2004,7.30375,1.984,,
Northern America (UN),UN_NAM,2005,7.30375,1.994,,
Northern America (UN),UN_NAM,2006,7.30375,2.041,,
Northern America (UN),UN_NAM,2007,7.30375,2.054,,
Northern America (UN),UN_NAM,2008,7.30375,2.018,,
Northern America (UN),UN_NAM,2009,7.30375,1.957,,
Northern America (UN),UN_NAM,2010,7.30375,1.89,,
Northern America (UN),UN_NAM,2011,7.30375,1.856,,
Northern America (UN),UN_NAM,2012,7.30375,1.84,,
Northern America (UN),UN_NAM,2013,7.30375,1.818,,
Northern America (UN),UN_NAM,2014,7.30375,1.826,,
Northern America (UN),UN_NAM,2015,7.30375,1.811,,
Northern America (UN),UN_NAM,2016,7.30375,1.784,,
Northern America (UN),UN_NAM,2017,7.30375,1.734,,
Northern America (UN),UN_NAM,2018,7.30375,1.695,,
Northern America (UN),UN_NAM,2019,7.30375,1.664,,
Northern America (UN),UN_NAM,2020,7.30375,1.596,,
Northern America (UN),UN_NAM,2021,7.30375,1.614,,
Northern America (UN),UN_NAM,2022,7.30375,1.636,,
Northern America (UN),UN_NAM,2023,7.30375,1.597,,
Oceania,OWID_OCE,1949,6.88,3.6668189,,
Oceania,OWID_OCE,1950,6.77,3.6668189,,
Oceania,OWID_OCE,1951,6.93,3.687441,,
Oceania,OWID_OCE,1952,6.46,3.7854252,,
Oceania,OWID_OCE,1953,6.28,3.8036237,,
Oceania,OWID_OCE,1954,6.12,3.8231747,,
Oceania,OWID_OCE,1955,5.96,3.895869,,
Oceania,OWID_OCE,1956,5.8,3.949168,,
Oceania,OWID_OCE,1957,5.65,4.017965,,
Oceania,OWID_OCE,1958,5.53,4.0353746,,
Oceania,OWID_OCE,1959,5.39,4.0612736,,
Oceania,OWID_OCE,1960,5.25,4.088014,,
Oceania,OWID_OCE,1961,5.1,4.1579723,,
Oceania,OWID_OCE,1962,4.96,4.072438,,
Oceania,OWID_OCE,1963,4.82,3.9979084,,
Oceania,OWID_OCE,1964,4.7,3.844038,,
Oceania,OWID_OCE,1965,4.56,3.7018971,,
Oceania,OWID_OCE,1966,4.44,3.6255162,,
Oceania,OWID_OCE,1967,4.34,3.5852757,,
Oceania,OWID_OCE,1968,4.25,3.5982573,,
Oceania,OWID_OCE,1969,4.15,3.5828218,,
Oceania,OWID_OCE,1970,4.05,3.5256393,,
Oceania,OWID_OCE,1971,3.92,3.5718153,,
Oceania,OWID_OCE,1972,3.8,3.4125051,,
Oceania,OWID_OCE,1973,3.67,3.1928043,,
Oceania,OWID_OCE,1974,3.54,3.07286,,
Oceania,OWID_OCE,1975,3.41,2.920262,,
Oceania,OWID_OCE,1976,3.27,2.8038883,,
Oceania,OWID_OCE,1977,3.15,2.7539039,,
Oceania,OWID_OCE,1978,3.04,2.6799197,,
Oceania,OWID_OCE,1979,2.95,2.6346235,,
Oceania,OWID_OCE,1980,2.86,2.5970423,,
Oceania,OWID_OCE,1981,2.78,2.6063647,,
Oceania,OWID_OCE,1982,2.71,2.587863,,
Oceania,OWID_OCE,1983,2.65,2.5752776,,
Oceania,OWID_OCE,1984,2.6,2.530682,,
Oceania,OWID_OCE,1985,2.55,2.5397809,,
Oceania,OWID_OCE,1986,2.49,2.5153184,,
Oceania,OWID_OCE,1987,2.44,2.5030062,,
Oceania,OWID_OCE,1988,2.37,2.4997544,,
Oceania,OWID_OCE,1989,2.31,2.4964588,,
Oceania,OWID_OCE,1990,2.25,2.537209,,
Oceania,OWID_OCE,1991,2.19,2.4923592,,
Oceania,OWID_OCE,1992,2.14,2.506914,,
Oceania,OWID_OCE,1993,2.1,2.4890022,,
Oceania,OWID_OCE,1994,2.07,2.469519,,
Oceania,OWID_OCE,1995,2.04,2.4476361,,
Oceania,OWID_OCE,1996,2.02,2.4336064,,
Oceania,OWID_OCE,1997,2.0,2.423818,,
Oceania,OWID_OCE,1998,1.99,2.4090114,,
Oceania,OWID_OCE,1999,1.98,2.423883,,
Oceania,OWID_OCE,2000,1.97,2.428219,,
Oceania,OWID_OCE,2001,1.96,2.4117298,,
Oceania,OWID_OCE,2002,1.95,2.417253,,
Oceania,OWID_OCE,2003,1.93,2.420421,,
Oceania,OWID_OCE,2004,1.92,2.43368,,
Oceania,OWID_OCE,2005,1.91,2.4639127,,
Oceania,OWID_OCE,2006,1.89,2.4825656,,
Oceania,OWID_OCE,2007,1.86,2.5515428,,
Oceania,OWID_OCE,2008,1.83,2.5599842,,
Oceania,OWID_OCE,2009,1.79,2.5144236,,
Oceania,OWID_OCE,2010,1.76,2.5001037,,
Oceania,OWID_OCE,2011,1.72,2.4687498,,
Oceania,OWID_OCE,2012,1.68,2.4635663,,
Oceania,OWID_OCE,2013,1.64,2.418012,,
Oceania,OWID_OCE,2014,1.61,2.3560889,,
Oceania,OWID_OCE,2015,1.58,2.3451734,,
Oceania,OWID_OCE,2016,1.55,2.313491,,
Oceania,OWID_OCE,2017,1.52,2.264939,,
Oceania,OWID_OCE,2018,1.49,2.2449045,,
Oceania,OWID_OCE,2019,1.47,2.1904926,,
Oceania,OWID_OCE,2020,1.44,2.1407125,,
Oceania,OWID_OCE,2021,1.42,2.1636748,,
Oceania,OWID_OCE,2022,1.39,2.1492639,,
Oceania,OWID_OCE,2023,1.35,2.1344285,,
Oceania (UN),UN_OCE,1950,7.30375,3.687,,
Oceania (UN),UN_OCE,1951,7.30375,3.703,,
Oceania (UN),UN_OCE,1952,7.30375,3.798,,
Oceania (UN),UN_OCE,1953,7.30375,3.817,,
Oceania (UN),UN_OCE,1954,7.30375,3.842,,
Oceania (UN),UN_OCE,1955,7.30375,3.92,,
Oceania (UN),UN_OCE,1956,7.30375,3.98,,
Oceania (UN),UN_OCE,1957,7.30375,4.054,,
Oceania (UN),UN_OCE,1958,7.30375,4.074,,
Oceania (UN),UN_OCE,1959,7.30375,4.101,,
Oceania (UN),UN_OCE,1960,7.30375,4.126,,
Oceania (UN),UN_OCE,1961,7.30375,4.2,,
Oceania (UN),UN_OCE,1962,7.30375,4.116,,
Oceania (UN),UN_OCE,1963,7.30375,4.042,,
Oceania (UN),UN_OCE,1964,7.30375,3.888,,
Oceania (UN),UN_OCE,1965,7.30375,3.742,,
Oceania (UN),UN_OCE,1966,7.30375,3.659,,
Oceania (UN),UN_OCE,1967,7.30375,3.617,,
Oceania (UN),UN_OCE,1968,7.30375,3.63,,
Oceania (UN),UN_OCE,1969,7.30375,3.612,,
Oceania (UN),UN_OCE,1970,7.30375,3.566,,
Oceania (UN),UN_OCE,1971,7.30375,3.604,,
Oceania (UN),UN_OCE,1972,7.30375,3.423,,
Oceania (UN),UN_OCE,1973,7.30375,3.207,,
Oceania (UN),UN_OCE,1974,7.30375,3.089,,
Oceania (UN),UN_OCE,1975,7.30375,2.932,,
Oceania (UN),UN_OCE,1976,7.30375,2.812,,
Oceania (UN),UN_OCE,1977,7.30375,2.761,,
Oceania (UN),UN_OCE,1978,7.30375,2.686,,
Oceania (UN),UN_OCE,1979,7.30375,2.643,,
Oceania (UN),UN_OCE,1980,7.30375,2.609,,
Oceania (UN),UN_OCE,1981,7.30375,2.621,,
Oceania (UN),UN_OCE,1982,7.30375,2.6,,
Oceania (UN),UN_OCE,1983,7.30375,2.584,,
Oceania (UN),UN_OCE,1984,7.30375,2.54,,
Oceania (UN),UN_OCE,1985,7.30375,2.552,,
Oceania (UN),UN_OCE,1986,7.30375,2.53,,
Oceania (UN),UN_OCE,1987,7.30375,2.52,,
Oceania (UN),UN_OCE,1988,7.30375,2.515,,
Oceania (UN),UN_OCE,1989,7.30375,2.51,,
Oceania (UN),UN_OCE,1990,7.30375,2.552,,
Oceania (UN),UN_OCE,1991,7.30375,2.506,,
Oceania (UN),UN_OCE,1992,7.30375,2.518,,
Oceania (UN),UN_OCE,1993,7.30375,2.499,,
Oceania (UN),UN_OCE,1994,7.30375,2.483,,
Oceania (UN),UN_OCE,1995,7.30375,2.464,,
Oceania (UN),UN_OCE,1996,7.30375,2.453,,
Oceania (UN),UN_OCE,1997,7.30375,2.442,,
Oceania (UN),UN_OCE,1998,7.30375,2.427,,
Oceania (UN),UN_OCE,1999,7.30375,2.442,,
Oceania (UN),UN_OCE,2000,7.30375,2.447,,
Oceania (UN),UN_OCE,2001,7.30375,2.432,,
Oceania (UN),UN_OCE,2002,7.30375,2.441,,
Oceania (UN),UN_OCE,2003,7.30375,2.444,,
Oceania (UN),UN_OCE,2004,7.30375,2.456,,
Oceania (UN),UN_OCE,2005,7.30375,2.488,,
Oceania (UN),UN_OCE,2006,7.30375,2.509,,
Oceania (UN),UN_OCE,2007,7.30375,2.581,,
Oceania (UN),UN_OCE,2008,7.30375,2.591,,
Oceania (UN),UN_OCE,2009,7.30375,2.542,,
Oceania (UN),UN_OCE,2010,7.30375,2.524,,
Oceania (UN),UN_OCE,2011,7.30375,2.49,,
Oceania (UN),UN_OCE,2012,7.30375,2.485,,
Oceania (UN),UN_OCE,2013,7.30375,2.438,,
Oceania (UN),UN_OCE,2014,7.30375,2.375,,
Oceania (UN),UN_OCE,2015,7.30375,2.364,,
Oceania (UN),UN_OCE,2016,7.30375,2.333,,
Oceania (UN),UN_OCE,2017,7.30375,2.282,,
Oceania (UN),UN_OCE,2018,7.30375,2.258,,
Oceania (UN),UN_OCE,2019,7.30375,2.199,,
Oceania (UN),UN_OCE,2020,7.30375,2.14,,
Oceania (UN),UN_OCE,2021,7.30375,2.168,,
Oceania (UN),UN_OCE,2022,7.30375,2.157,,
Oceania (UN),UN_OCE,2023,7.30375,2.142,,
Scotland,,1945,7.30375,2.423,,
Scotland,,1946,7.30375,2.846,,
Scotland,,1947,7.30375,2.97,,
Scotland,,1948,7.30375,2.605,,
Scotland,,1949,7.30375,2.496,,
South America,OWID_SAM,1950,18.34,5.5860415,,
South America,OWID_SAM,1951,18.34,5.5912037,,
South America,OWID_SAM,1952,18.34,5.5964165,,
South America,OWID_SAM,1953,18.34,5.604913,,
South America,OWID_SAM,1954,18.34,5.611427,,
South America,OWID_SAM,1955,18.34,5.6221123,,
South America,OWID_SAM,1956,17.71,5.6349516,,
South America,OWID_SAM,1957,17.26,5.6420164,,
South America,OWID_SAM,1958,16.82,5.642347,,
South America,OWID_SAM,1959,16.38,5.643314,,
South America,OWID_SAM,1960,16.31,5.6298194,,
South America,OWID_SAM,1961,15.85,5.607701,,
South America,OWID_SAM,1962,15.4,5.581278,,
South America,OWID_SAM,1963,14.97,5.5374312,,
South America,OWID_SAM,1964,14.54,5.4566703,,
South America,OWID_SAM,1965,14.12,5.3495483,,
South America,OWID_SAM,1966,13.71,5.2314167,,
South America,OWID_SAM,1967,13.34,5.1053905,,
South America,OWID_SAM,1968,12.99,4.982724,,
South America,OWID_SAM,1969,11.98,4.879826,,
South America,OWID_SAM,1970,11.91,4.7839684,,
South America,OWID_SAM,1971,11.4,4.692643,,
South America,OWID_SAM,1972,11.1,4.5993786,,
South America,OWID_SAM,1973,10.79,4.5141716,,
South America,OWID_SAM,1974,10.47,4.414227,,
South America,OWID_SAM,1975,10.12,4.3430543,,
South America,OWID_SAM,1976,9.75,4.2773285,,
South America,OWID_SAM,1977,9.36,4.2087812,,
South America,OWID_SAM,1978,8.97,4.131405,,
South America,OWID_SAM,1979,8.58,4.0565605,,
South America,OWID_SAM,1980,8.19,3.9782782,,
South America,OWID_SAM,1981,7.82,3.8961549,,
South America,OWID_SAM,1982,7.46,3.8092444,,
South America,OWID_SAM,1983,7.13,3.7130418,,
South America,OWID_SAM,1984,6.82,3.6130602,,
South America,OWID_SAM,1985,6.59,3.5131063,,
South America,OWID_SAM,1986,6.28,3.424579,,
South America,OWID_SAM,1987,6.04,3.3306754,,
South America,OWID_SAM,1988,5.82,3.246574,,
South America,OWID_SAM,1989,5.59,3.1699915,,
South America,OWID_SAM,1990,5.37,3.0926561,,
South America,OWID_SAM,1991,5.14,3.0234342,,
South America,OWID_SAM,1992,4.9,2.9468284,,
South America,OWID_SAM,1993,4.65,2.8958113,,
South America,OWID_SAM,1994,4.4,2.8373249,,
South America,OWID_SAM,1995,4.15,2.7832248,,
South America,OWID_SAM,1996,3.91,2.7173157,,
South America,OWID_SAM,1997,3.68,2.6641014,,
South America,OWID_SAM,1998,3.47,2.6121128,,
South America,OWID_SAM,1999,3.27,2.5410109,,
South America,OWID_SAM,2000,3.08,2.4663107,,
South America,OWID_SAM,2001,2.9,2.3946426,,
South America,OWID_SAM,2002,2.74,2.3303409,,
South America,OWID_SAM,2003,2.59,2.2708218,,
South America,OWID_SAM,2004,2.45,2.2341845,,
South America,OWID_SAM,2005,2.32,2.2016697,,
South America,OWID_SAM,2006,2.2,2.1590602,,
South America,OWID_SAM,2007,2.1,2.119132,,
South America,OWID_SAM,2008,2.0,2.091469,,
South America,OWID_SAM,2009,1.92,2.0648005,,
South America,OWID_SAM,2010,1.84,2.039334,,
South America,OWID_SAM,2011,1.78,2.0225012,,
South America,OWID_SAM,2012,1.72,1.9935387,,
South America,OWID_SAM,2013,1.67,1.97674,,
South America,OWID_SAM,2014,1.63,1.9739044,,
South America,OWID_SAM,2015,1.6,1.9556609,,
South America,OWID_SAM,2016,1.65,1.9023213,,
South America,OWID_SAM,2017,1.57,1.8909783,,
South America,OWID_SAM,2018,1.54,1.8756915,,
South America,OWID_SAM,2019,1.51,1.8225799,,
South America,OWID_SAM,2020,1.49,1.7524793,,
South America,OWID_SAM,2021,1.46,1.729807,,
South America,OWID_SAM,2022,1.44,1.7115034,,
South America,OWID_SAM,2023,1.43,1.6984931,,
Taiwan,TWN,1950,2.72,6.481,,
Taiwan,TWN,1951,2.72,6.637,,
Taiwan,TWN,1952,2.72,6.687,,
Taiwan,TWN,1953,2.72,6.681,,
Taiwan,TWN,1954,2.72,6.656,,
Taiwan,TWN,1955,2.72,6.586,,
Taiwan,TWN,1956,2.72,6.489,,
Taiwan,TWN,1957,2.72,6.334,,
Taiwan,TWN,1958,2.72,6.154,,
Taiwan,TWN,1959,2.72,5.942,,
Taiwan,TWN,1960,2.72,5.787,,
Taiwan,TWN,1961,2.72,5.666,,
Taiwan,TWN,1962,2.72,5.535,,
Taiwan,TWN,1963,2.72,5.387,,
Taiwan,TWN,1964,2.72,5.202,,
Taiwan,TWN,1965,2.72,4.994,,
Taiwan,TWN,1966,2.72,4.778,,
Taiwan,TWN,1967,2.72,4.534,,
Taiwan,TWN,1968,2.72,4.37,,
Taiwan,TWN,1969,2.72,4.184,,
Taiwan,TWN,1970,2.72,3.976,,
Taiwan,TWN,1971,2.53,3.723,,
Taiwan,TWN,1972,2.2,3.436,,
Taiwan,TWN,1973,2.17,3.249,,
Taiwan,TWN,1974,1.99,3.089,,
Taiwan,TWN,1975,1.97,2.973,,
Taiwan,TWN,1976,1.8,3.004,,
Taiwan,TWN,1977,1.66,2.738,,
Taiwan,TWN,1978,1.57,2.68,,
Taiwan,TWN,1979,1.5,2.645,,
Taiwan,TWN,1980,1.53,2.53,,
Taiwan,TWN,1981,1.43,2.453,,
Taiwan,TWN,1982,1.28,2.327,,
Taiwan,TWN,1983,1.18,2.179,,
Taiwan,TWN,1984,1.08,2.046,,
Taiwan,TWN,1985,1.06,1.884,,
Taiwan,TWN,1986,0.98,1.72,,
Taiwan,TWN,1987,0.85,1.715,,
Taiwan,TWN,1988,0.9,1.803,,
Taiwan,TWN,1989,0.89,1.743,,
Taiwan,TWN,1990,0.89,1.787,,
Taiwan,TWN,1991,0.84,1.746,,
Taiwan,TWN,1992,0.82,1.744,,
Taiwan,TWN,1993,0.78,1.767,,
Taiwan,TWN,1994,0.76,1.771,,
Taiwan,TWN,1995,0.9,1.782,,
Taiwan,TWN,1996,0.93,1.779,,
Taiwan,TWN,1997,0.9,1.736,,
Taiwan,TWN,1998,0.89,1.541,,
Taiwan,TWN,1999,0.91,1.533,,
Taiwan,TWN,2000,0.86,1.472,,
Taiwan,TWN,2001,0.8,1.404,,
Taiwan,TWN,2002,0.77,1.327,,
Taiwan,TWN,2003,0.69,1.248,,
Taiwan,TWN,2004,0.74,1.185,,
Taiwan,TWN,2005,0.7,1.133,,
Taiwan,TWN,2006,0.67,1.118,,
Taiwan,TWN,2007,0.66,1.102,,
Taiwan,TWN,2008,0.64,1.062,,
Taiwan,TWN,2009,0.56,1.005,,
Taiwan,TWN,2010,0.54,0.916,,
Taiwan,TWN,2011,0.54,1.059,,
Taiwan,TWN,2012,0.54,1.188,,
Taiwan,TWN,2013,0.54,1.13,,
Taiwan,TWN,2014,0.54,1.162,,
Taiwan,TWN,2015,0.54,1.185,,
Taiwan,TWN,2016,0.54,1.171,,
Taiwan,TWN,2017,0.54,1.121,,
Taiwan,TWN,2018,0.54,1.075,,
Taiwan,TWN,2019,0.54,1.045,,
Taiwan,TWN,2020,0.54,0.99,,
Taiwan,TWN,2021,0.54,0.975,,
Taiwan,TWN,2022,0.54,0.87,,
Taiwan,TWN,2023,0.54,0.87,,
Upper-middle-income countries,OWID_UMC,1950,7.92,5.318,,
Upper-middle-income countries,OWID_UMC,1951,7.92,5.264,,
